Name,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Key
Culdcept,2012,Misc,0.0,0.0,0.16,0.0,0.16,Cul12Mis
Culdcept DS,2008,Strategy,0.0,0.0,0.1,0.0,0.1,CulDS08Str
Culdcept Revolt,2016,Strategy,0.0,0.0,0.05,0.0,0.05,CulRev16Str
Culdcept SAGA,2006,Role-Playing,0.12,0.0,0.03,0.01,0.16,CulSAG06Rol
Curious George,2006,Action,0.06,0.05,0.0,0.02,0.12,CurGeo06Act
Curious George,2006,Action,0.02,0.01,0.0,0.0,0.03,CurGeo06Act
Curious George,2006,Action,0.11,0.03,0.0,0.0,0.15,CurGeo06Act
Curious George,2006,Action,0.12,0.04,0.0,0.0,0.16,CurGeo06Act
Cursed Mountain,2009,Adventure,0.09,0.1,0.0,0.02,0.22,CurMou09Adv
Curse of the Amsterdam Diamond,2012,Puzzle,0.0,0.01,0.0,0.0,0.02,CuroftheAmsDia12Puz
Custom Beat Battle: Draglade 2,2008,Fighting,0.0,0.0,0.03,0.0,0.03,CusBeaBatDra208Fig
Custom Drive,2012,Action,0.0,0.0,0.02,0.0,0.02,CusDri12Act
Custer's Revenge,1981,Action,0.76,0.05,0.0,0.01,0.82,CusRev81Act
Custom Robo,2004,Role-Playing,0.29,0.07,0.0,0.01,0.37,CusRob04Rol
Custom Robo,0,Role-Playing,0.0,0.0,0.29,0.04,0.33,CusRob0Rol
Custom Robo Arena,2006,Fighting,0.02,0.02,0.12,0.0,0.17,CusRobAre06Fig
Custom Robo V2,2000,Fighting,0.0,0.0,0.34,0.05,0.39,CusRobV200Fig
Cut the Rope,2014,Puzzle,0.06,0.0,0.0,0.01,0.07,CuttheRop14Puz
Cy Girls,2004,Action,0.02,0.01,0.0,0.0,0.04,CyGir04Act
CyberTiger,2000,Sports,0.05,0.01,0.0,0.0,0.06,Cyb00Spo
Cyberia,1995,Action,0.05,0.03,0.0,0.01,0.09,Cyb95Act
CyberTiger,1998,Sports,0.33,0.22,0.0,0.04,0.59,Cyb98Spo
Cyber Sled,1995,Action,0.0,0.0,0.13,0.01,0.14,CybSle95Act
Cyber Troopers Virtual-On,1995,Fighting,0.0,0.0,0.42,0.0,0.42,CybTroVir95Fig
Cyber Troopers Virtual-On Marz,2003,Fighting,0.02,0.01,0.0,0.0,0.04,CybTroVirMar03Fig
D.C.F.S.: Da Capo Four Seasons,2005,Adventure,0.0,0.0,0.04,0.0,0.04,D.CDaCapFouSea05Adv
D.C.I.F.: Da Capo Innocent Finale,2009,Adventure,0.0,0.0,0.03,0.0,0.03,D.CDaCapInnFin09Adv
D.C. III: Da Capo III,2013,Adventure,0.0,0.0,0.03,0.0,0.03,D.CIIIDaCapIII13Adv
D.C. II P.S.: Da Capo II Plus Situation,2008,Adventure,0.0,0.0,0.06,0.0,0.06,D.CIIP.SDaCapIIPluSit08Adv
D.Gray-man: Kami no Shitotachi,2007,Adventure,0.0,0.0,0.05,0.0,0.05,D.GKamnoShi07Adv
D.Gray-man: Sousha no Shikaku,2008,Adventure,0.0,0.0,0.02,0.0,0.02,D.GSounoShi08Adv
D1 Professional Drift Grand Prix Series,2005,Racing,0.01,0.01,0.0,0.0,0.03,D1ProDriGraPriSer05Rac
D,1995,Adventure,0.0,0.0,0.1,0.01,0.11,D95Adv
DC Universe Online,2011,Role-Playing,0.16,0.06,0.0,0.02,0.24,DCUniOnl11Rol
DC Universe Online,2011,Role-Playing,0.35,0.12,0.0,0.06,0.52,DCUniOnl11Rol
DDRMAX2: Dance Dance Revolution,2003,Simulation,1.05,0.59,0.0,0.18,1.81,DDRDanDanRev03Sim
DEATH NOTE: Kira Game,2007,Adventure,0.0,0.0,0.12,0.0,0.12,DEANOTKirGam07Adv
DEATH NOTE: L o Tsugu Mono,2007,Adventure,0.0,0.0,0.02,0.0,0.02,DEANOTLoTsuMon07Adv
DECA Sports Freedom,2010,Sports,0.27,0.04,0.0,0.02,0.33,DECSpoFre10Spo
DICE: DNA Integrated Cybernetic Enterprises,2005,Shooter,0.01,0.01,0.0,0.0,0.03,DICDNAIntCybEnt05Sho
DJ Hero,2009,Misc,0.1,0.02,0.0,0.2,0.32,DJHer09Mis
DJ Hero,2009,Misc,0.56,0.4,0.0,0.11,1.06,DJHer09Mis
DJ Hero,2009,Misc,0.42,0.34,0.0,0.14,0.91,DJHer09Mis
DJ Hero,2009,Misc,0.47,0.23,0.0,0.07,0.77,DJHer09Mis
DJ Hero 2,2010,Misc,0.49,0.09,0.0,0.04,0.63,DJHer210Mis
DJ Hero 2,2010,Misc,0.47,0.19,0.0,0.09,0.75,DJHer210Mis
DJ Hero 2,2010,Misc,0.64,0.12,0.0,0.06,0.82,DJHer210Mis
DJ Max Fever,2009,Misc,0.09,0.0,0.0,0.01,0.1,DJMaxFev09Mis
DJ Max Portable 3,2010,Misc,0.01,0.0,0.02,0.0,0.03,DJMaxPor310Mis
DJ Max Technika Tune,2012,Misc,0.0,0.0,0.01,0.0,0.01,DJMaxTecTun12Mis
DJ Star,2009,Misc,0.01,0.0,0.0,0.0,0.02,DJSta09Mis
DK: King of Swing,2005,Platform,0.17,0.06,0.0,0.0,0.24,DK:KinofSwi05Pla
DOA 2: Dead or Alive 2 Hardcore,2000,Fighting,0.0,0.0,0.11,0.0,0.11,DOA2:DeaorAli2Har00Fig
DS Bimoji Training,2008,Misc,0.0,0.0,0.56,0.0,0.56,DSBimTra08Mis
DS Bungaku Zenshuu,2007,Misc,0.0,0.0,0.26,0.0,0.26,DSBunZen07Mis
DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,2006,Misc,0.0,0.0,0.2,0.0,0.2,DSKagMetDenHan-MasxMasHyaMasKei06Mis
DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,2007,Misc,0.0,0.0,0.1,0.0,0.1,DSKagMetDenHan-TadKanKak07Mis
DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage,2008,Adventure,0.0,0.0,0.07,0.0,0.07,DSNisKyoSus2ShiTanSerKanHak-GoknoKyo-FuknoKag08Adv
DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,2007,Adventure,0.0,0.0,0.22,0.0,0.22,DSNisKyoSusShiTanSerKyoAtaZeknoKot-SatnoWan07Adv
DS Rakubiki Jiten,2005,Misc,0.0,0.0,0.16,0.0,0.16,DSRakJit05Mis
DS Uranai Seikatsu,2009,Misc,0.0,0.0,0.07,0.0,0.07,DSUraSei09Mis
DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,2008,Adventure,0.0,0.0,0.12,0.0,0.12,DSYamMisSusMaiKog-KisKat-SouIsaAka-KotniMarHanSanKyoSatJinFil08Adv
DT Carnage,2009,Racing,0.03,0.0,0.0,0.0,0.04,DTCar09Rac
DT Racer,2005,Racing,0.06,0.05,0.0,0.02,0.13,DTRac05Rac
DX Game of Life 2,1997,Misc,0.0,0.0,0.31,0.02,0.33,DXGamofLif297Mis
DX Game of Life,1996,Misc,0.0,0.0,0.27,0.02,0.29,DXGamofLif96Mis
Da Capo I & II Plus Situation Portable,2010,Adventure,0.0,0.0,0.04,0.0,0.04,DaCapI&IIPluSitPor10Adv
DaGeDar,2011,Action,0.09,0.0,0.0,0.01,0.09,DaG11Act
Daigasso! Band Brothers,2004,Misc,0.0,0.0,0.19,0.0,0.19,DaiBanBro04Mis
Daigasso! Band Brothers P,2013,Misc,0.0,0.0,0.18,0.0,0.18,DaiBanBroP13Mis
Daikaijuu Battle: Ultra Coliseum,2008,Fighting,0.0,0.0,0.02,0.0,0.02,DaiBatUltCol08Fig
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,2010,Fighting,0.0,0.0,0.04,0.0,0.04,DaiBatUltColDX-UltSenDai10Fig
Daisy Fuentes Pilates,2009,Sports,0.17,0.06,0.0,0.02,0.26,DaiFuePil09Spo
Daito Giken Koushiki Pachi-Slot Simulator: 24 - Twenty-Four,2008,Misc,0.0,0.0,0.01,0.0,0.01,DaiGikKouPacSim24-Twe08Mis
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,2011,Misc,0.0,0.0,0.02,0.0,0.02,DaiGikKouPacSimHih-FuuMegPor11Mis
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,2007,Misc,0.0,0.0,0.1,0.0,0.1,DaiGikKouPacSimHih-OssBan-YosDS07Mis
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,2006,Misc,0.0,0.0,0.11,0.0,0.11,DaiGikKouPacSimHih06Mis
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,2013,Misc,0.0,0.0,0.03,0.0,0.03,DaiGikKouPacSimHihTaioMotMon13Mis
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,2006,Misc,0.0,0.0,0.06,0.0,0.06,DaiGikKouPacSimOssBanPor06Mis
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,2010,Misc,0.0,0.0,0.02,0.0,0.02,DaiGikKouPacSimOssMis+MagDenPor10Mis
Daito Giken Koushiki Pachi-Slot Simulator: Shake II,2007,Misc,0.0,0.0,0.04,0.0,0.04,DaiGikKouPacSimShaII07Mis
Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,2008,Misc,0.0,0.0,0.06,0.0,0.06,DaiGikKouPacSimShiYos08Mis
Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,2006,Misc,0.0,0.0,0.03,0.0,0.03,DaiGikKouPacSimYosPor06Mis
Daito Giken Premium Pachi-Slot Collection: Yoshimune,2006,Misc,0.0,0.0,0.03,0.0,0.03,DaiGikPrePacColYos06Mis
Daibakushou: Jinsei Gekijou,1995,Misc,0.0,0.0,0.03,0.0,0.03,DaiJinGek95Mis
Daikaijyuu Monogatari,1994,Role-Playing,0.0,0.0,0.3,0.0,0.3,DaiMon94Rol
Daikaijyuu Monogatari II,1996,Role-Playing,0.0,0.0,0.12,0.0,0.12,DaiMonII96Rol
Dai Senryaku VII: Modern Military Tactics,2003,Strategy,0.03,0.01,0.0,0.0,0.04,DaiSenVIIModMilTac03Str
Dai-4-Ji Super Robot Taisen,1995,Strategy,0.0,0.0,0.38,0.0,0.38,DaiSupRobTai95Str
Dai-2-Ji Super Robot Taisen OG,2012,Strategy,0.0,0.0,0.3,0.0,0.3,DaiSupRobTaiOG12Str
Dai-4-Ji Super Robot Taisen S,1996,Strategy,0.0,0.0,0.48,0.03,0.51,DaiSupRobTaiS96Str
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,2011,Strategy,0.0,0.0,0.42,0.0,0.42,DaiSupRobTaiZ:Hak11Str
Dai-2-Ji Super Robot Taisen Z Saisei-hen,2012,Strategy,0.0,0.0,0.36,0.0,0.36,DaiSupRobTaiZSai12Str
Dai-2-Ji Super Robot Taisen α,2003,Strategy,0.0,0.0,0.6,0.0,0.6,DaiSupRobTaiα03Str
Dai-3-Ji Super Robot Taisen α: Shuuen no Ginga e,2005,Strategy,0.0,0.0,0.59,0.0,0.59,DaiSupRobTaiα:ShunoGine05Str
Daiya no Kuni no Alice: Wonderful Mirror World,2013,Adventure,0.0,0.0,0.01,0.0,0.01,DainoKunnoAliWonMirWor13Adv
Dakar 2: The World's Ultimate Rally,2003,Racing,0.02,0.0,0.0,0.0,0.02,Dak2:TheWorUltRal03Rac
Dakar 2: The World's Ultimate Rally,2003,Racing,0.02,0.01,0.0,0.0,0.03,Dak2:TheWorUltRal03Rac
Damnation,2009,Shooter,0.0,0.01,0.0,0.0,0.01,Dam09Sho
Damnation,2009,Shooter,0.06,0.01,0.0,0.01,0.07,Dam09Sho
Damnation,2009,Shooter,0.07,0.01,0.0,0.01,0.09,Dam09Sho
Damage Inc.: Pacific Squadron WWII,2012,Simulation,0.07,0.0,0.0,0.01,0.07,DamIncPacSquWWI12Sim
DanceMasters,2010,Misc,0.15,0.02,0.02,0.01,0.19,Dan10Mis
DanceDanceRevolution,2010,Simulation,0.29,0.04,0.0,0.02,0.36,Dan10Sim
DanceDanceRevolution,2010,Simulation,0.12,0.05,0.0,0.02,0.2,Dan10Sim
DanceDanceRevolution,2011,Simulation,0.08,0.0,0.0,0.01,0.08,Dan11Sim
Danganronpa 2: Goodbye Despair,2012,Misc,0.0,0.0,0.19,0.0,0.19,Dan2:GooDes12Mis
Danganronpa 2: Goodbye Despair,2014,Misc,0.13,0.07,0.0,0.06,0.26,Dan2:GooDes14Mis
Danganronpa Another Episode: Ultra Despair Girls,2014,Action,0.1,0.03,0.12,0.04,0.28,DanAnoEpiUltDesGir14Act
Dancing Blade II: Tears of Eden,1999,Adventure,0.0,0.0,0.03,0.0,0.03,DanBlaII:TeaofEde99Adv
Dance Central,2010,Misc,2.15,0.77,0.01,0.26,3.19,DanCen10Mis
Dance Central 2,2011,Misc,1.45,0.42,0.01,0.16,2.04,DanCen211Mis
Dance Central 3,2012,Misc,0.57,0.2,0.0,0.06,0.83,DanCen312Mis
Dance Central: Spotlight,2014,Misc,0.15,0.03,0.0,0.0,0.19,DanCenSpo14Mis
Dance Dance Revolution (Japan),1999,Simulation,0.0,0.0,1.26,0.09,1.35,DanDanRev(Ja99Sim
Dance Dance Revolution (North America),2001,Simulation,0.08,0.06,0.0,0.01,0.15,DanDanRev(NoAme01Sim
Dance Dance Revolution 2nd ReMIX,1999,Simulation,0.0,0.0,0.9,0.06,0.96,DanDanRev2ndReM99Sim
Dance Dance Revolution 3rdMix,2000,Simulation,0.0,0.0,0.33,0.02,0.36,DanDanRev3rd00Sim
Dance Dance Revolution: Disney Channel Edition,2008,Simulation,0.12,0.09,0.0,0.03,0.24,DanDanRevDisChaEdi08Sim
Dance Dance Revolution: Disney Grooves,2009,Simulation,0.17,0.0,0.0,0.01,0.18,DanDanRevDisGro09Sim
Dance Dance Revolution Disney Mix,2000,Simulation,0.02,0.02,0.0,0.0,0.04,DanDanRevDisMix00Sim
Dance Dance Revolution Extreme,2004,Simulation,1.04,0.81,0.0,0.27,2.13,DanDanRevExt04Sim
Dance Dance Revolution Extreme 2,2005,Simulation,0.95,0.04,0.0,0.16,1.14,DanDanRevExt205Sim
Dance Dance Revolution Extra Mix,2001,Simulation,0.0,0.0,0.02,0.0,0.02,DanDanRevExtMix01Sim
Dance Dance Revolution: Hottest Party,2007,Simulation,1.36,0.52,0.0,0.2,2.08,DanDanRevHotPar07Sim
Dance Dance Revolution: Hottest Party 2,2008,Simulation,0.95,0.48,0.01,0.15,1.6,DanDanRevHotPar208Sim
Dance Dance Revolution: Hottest Party 3,2009,Simulation,0.26,0.14,0.0,0.04,0.45,DanDanRevHotPar309Sim
Dance Dance Revolution: Hottest Party 5,2011,Misc,0.0,0.03,0.0,0.0,0.03,DanDanRevHotPar511Mis
Dance Dance Revolution: Mario Mix (JP sales),2005,Simulation,0.0,0.0,0.05,0.0,0.06,DanDanRevMarMix(JPsal05Sim
Dance Dance Revolution: Mario Mix,2005,Misc,0.36,0.09,0.0,0.01,0.47,DanDanRevMarMix05Mis
Dance Dance Revolution SuperNOVA,2006,Simulation,0.87,0.03,0.0,0.14,1.04,DanDanRevSup06Sim
Dance Dance Revolution SuperNOVA 2,2007,Simulation,0.64,0.03,0.02,0.1,0.79,DanDanRevSup207Sim
Dance Dance Revolution Ultramix,2003,Simulation,0.42,0.11,0.0,0.02,0.54,DanDanRevUlt03Sim
Dance Dance Revolution Ultramix 2,2004,Simulation,0.32,0.09,0.0,0.02,0.42,DanDanRevUlt204Sim
Dance Dance Revolution Ultramix 3,2005,Simulation,0.28,0.08,0.0,0.01,0.38,DanDanRevUlt305Sim
Dance Dance Revolution Universe,2007,Simulation,0.3,0.0,0.0,0.02,0.32,DanDanRevUni07Sim
Dance Dance Revolution Universe 2,2007,Simulation,0.46,0.01,0.0,0.04,0.5,DanDanRevUni207Sim
Dance Dance Revolution Universe 3,2008,Simulation,0.28,0.0,0.0,0.02,0.3,DanDanRevUni308Sim
Dance Dance Revolution X,2008,Simulation,0.85,0.66,0.01,0.22,1.75,DanDanRevX08Sim
Dance Dance Revolution X2,2009,Simulation,1.09,0.85,0.0,0.28,2.23,DanDanRevX209Sim
Dance Factory,2006,Action,0.02,0.01,0.0,0.0,0.03,DanFac06Act
DanceDanceRevolution II,0,Misc,0.22,0.0,0.0,0.02,0.24,DanII0Mis
Dante's Inferno,2010,Action,0.63,0.2,0.02,0.07,0.92,DanInf10Act
Dante's Inferno,2010,Action,0.64,0.28,0.04,0.13,1.09,DanInf10Act
Dante's Inferno,2010,Action,0.12,0.03,0.01,0.03,0.19,DanInf10Act
Dance! It's Your Stage,0,Misc,0.0,0.01,0.0,0.0,0.02,DanIt'YouSta0Mis
Dance! It's Your Stage,2011,Misc,0.0,0.02,0.0,0.01,0.02,DanIt'YouSta11Mis
Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,2012,Action,0.0,0.0,0.08,0.0,0.08,DanJi-to100noOtoYok12Act
Dance Paradise,2010,Misc,0.1,0.01,0.0,0.01,0.12,DanPar10Mis
DanceStar Party,2011,Misc,0.0,0.35,0.0,0.1,0.46,DanPar11Mis
Dance Party: Pop Hits,2009,Misc,0.0,0.36,0.0,0.02,0.39,DanParPopHit09Mis
Danny Phantom: The Ultimate Enemy,2005,Action,0.16,0.06,0.0,0.0,0.22,DanPhaTheUltEne05Act
Danny Phantom: Urban Jungle,2006,Action,0.04,0.0,0.0,0.0,0.04,DanPhaUrbJun06Act
Dance Sensation!,2010,Misc,0.06,0.0,0.0,0.0,0.06,DanSen10Mis
Danball Senki,2011,Role-Playing,0.0,0.0,0.39,0.0,0.39,DanSen11Rol
Danball Senki Boost,2011,Action,0.0,0.0,0.22,0.0,0.22,DanSenBoo11Act
Danganronpa: Trigger Happy Havoc,0,Misc,0.0,0.0,0.24,0.0,0.24,DanTriHapHav0Mis
Danganronpa: Trigger Happy Havoc,2013,Misc,0.14,0.07,0.15,0.06,0.41,DanTriHapHav13Mis
Dancing With The Stars,2007,Misc,0.22,0.0,0.0,0.02,0.24,DanWitTheSta07Mis
Dancing With The Stars,2007,Misc,0.08,0.06,0.0,0.02,0.16,DanWitTheSta07Mis
Daniel X: The Ultimate Power,2010,Action,0.07,0.0,0.0,0.01,0.08,DanX:TheUltPow10Act
Dance on Broadway,2010,Misc,0.27,0.66,0.0,0.12,1.05,DanonBro10Mis
Dance on Broadway,2011,Misc,0.05,0.03,0.0,0.01,0.09,DanonBro11Mis
Dancing on Ice,2010,Sports,0.0,0.09,0.0,0.01,0.1,DanonIce10Spo
Dancing on Ice,2010,Sports,0.0,0.02,0.0,0.0,0.02,DanonIce10Spo
Dance with Devils,2016,Action,0.0,0.0,0.01,0.0,0.01,DanwitDev16Act
Dancing with the Stars: We Dance!,2008,Misc,0.36,0.0,0.0,0.03,0.39,DanwittheStaWeDan08Mis
Dancing with the Stars: We Dance!,2008,Misc,0.36,0.0,0.0,0.03,0.39,DanwittheStaWeDan08Mis
Darkstone,2001,Role-Playing,0.37,0.25,0.0,0.04,0.66,Dar01Rol
Darkwatch,2005,Shooter,0.16,0.05,0.0,0.01,0.21,Dar05Sho
Darkwatch,2005,Shooter,0.16,0.12,0.0,0.04,0.32,Dar05Sho
Darksiders,2010,Action,0.07,0.06,0.0,0.02,0.15,Dar10Act
Darksiders,2010,Action,0.67,0.29,0.01,0.1,1.06,Dar10Act
Darksiders,2010,Action,0.01,0.01,0.0,0.0,0.02,Dar10Act
Darkspore,2011,Role-Playing,0.07,0.03,0.0,0.01,0.12,Dar11Rol
Darkstalkers 3,1998,Fighting,0.11,0.07,0.0,0.01,0.19,Dar398Fig
Dark Angel: Vampire Apocalypse,2001,Role-Playing,0.04,0.03,0.0,0.01,0.09,DarAngVamApo01Rol
Dark Arena,2002,Shooter,0.03,0.01,0.0,0.0,0.04,DarAre02Sho
Darius Burst: Chronicle Saviours,2016,Action,0.0,0.0,0.03,0.0,0.03,DarBurChrSav16Act
Dark Cavern,1981,Shooter,0.22,0.01,0.0,0.0,0.24,DarCav81Sho
Darkstalkers Chronicle: The Chaos Tower,2004,Fighting,0.13,0.0,0.0,0.01,0.15,DarChrTheChaTow04Fig
Dark Cloud,2000,Role-Playing,0.83,0.44,0.08,0.19,1.54,DarClo00Rol
Dark Cloud 2,2002,Role-Playing,0.38,0.25,0.26,0.07,0.96,DarClo202Rol
Darklight Conflict,1997,Simulation,0.02,0.01,0.0,0.0,0.04,DarCon97Sim
Darius Gaiden,1995,Shooter,0.0,0.0,0.1,0.0,0.1,DarGai95Sho
Dark Half,1996,Role-Playing,0.0,0.0,0.04,0.0,0.04,DarHal96Rol
Darksiders II,2012,Action,0.07,0.07,0.0,0.01,0.16,DarII12Act
Darksiders II,2012,Action,0.03,0.1,0.0,0.03,0.16,DarII12Act
Darksiders II,2012,Action,0.45,0.28,0.0,0.07,0.8,DarII12Act
Darksiders II,2012,Action,0.35,0.37,0.01,0.14,0.86,DarII12Act
Darksiders II,2015,Action,0.03,0.02,0.0,0.01,0.06,DarII15Act
Darksiders II,2015,Action,0.09,0.1,0.0,0.04,0.22,DarII15Act
Darius II,1995,Shooter,0.0,0.0,0.03,0.0,0.03,DarII95Sho
Dark Messiah of Might and Magic Elements,2008,Role-Playing,0.16,0.02,0.01,0.02,0.2,DarMesofMigandMagEle08Rol
DarkStar One,2006,Simulation,0.0,0.03,0.0,0.01,0.04,DarOne06Sim
DarkStar One: Broken Alliance,2010,Simulation,0.11,0.08,0.0,0.02,0.2,DarOneBroAll10Sim
Dark Parables: The Exiled Prince,2011,Puzzle,0.0,0.01,0.0,0.0,0.01,DarParTheExiPri11Puz
Darkstalkers Resurrection,2013,Fighting,0.0,0.0,0.03,0.0,0.03,DarRes13Fig
Dark Rift,1997,Fighting,0.12,0.03,0.0,0.0,0.15,DarRif97Fig
Dark Sector,2008,Shooter,0.23,0.16,0.01,0.07,0.47,DarSec08Sho
Dark Sector,2008,Shooter,0.22,0.2,0.01,0.05,0.48,DarSec08Sho
Darkened Skye,2002,Adventure,0.01,0.0,0.0,0.0,0.01,DarSky02Adv
Dark Souls,2011,Role-Playing,0.75,0.54,0.54,0.23,2.07,DarSou11Rol
Dark Souls,2011,Role-Playing,0.64,0.28,0.0,0.08,1.0,DarSou11Rol
Dark Souls,2012,Role-Playing,0.0,0.06,0.0,0.01,0.07,DarSou12Rol
Dark Souls II,2014,Role-Playing,0.4,0.36,0.4,0.17,1.32,DarSouII14Rol
Dark Souls II,2014,Role-Playing,0.48,0.2,0.01,0.06,0.76,DarSouII14Rol
Dark Souls II,2014,Role-Playing,0.08,0.08,0.0,0.02,0.18,DarSouII14Rol
Dark Souls II,2015,Role-Playing,0.2,0.22,0.08,0.08,0.59,DarSouII15Rol
Dark Souls II,2015,Role-Playing,0.13,0.07,0.0,0.02,0.22,DarSouII15Rol
Dark Souls III,2016,Role-Playing,0.58,0.44,0.33,0.21,1.56,DarSouIII16Rol
Dark Souls III,2016,Role-Playing,0.0,0.05,0.0,0.0,0.05,DarSouIII16Rol
Dark Souls III,2016,Role-Playing,0.23,0.09,0.0,0.03,0.35,DarSouIII16Rol
Dark Summit,2001,Sports,0.11,0.08,0.0,0.03,0.21,DarSum01Spo
Dark Summit,2001,Sports,0.08,0.02,0.0,0.0,0.1,DarSum01Spo
Dark Summit,2002,Sports,0.04,0.01,0.0,0.0,0.05,DarSum02Spo
Dark Tales: Edgar Allan Poe's The Premature Burial,2012,Puzzle,0.0,0.02,0.0,0.0,0.02,DarTalEdgAllPoeThePreBur12Puz
Dark Void,2010,Action,0.0,0.01,0.0,0.0,0.02,DarVoi10Act
Dark Void,2010,Action,0.18,0.12,0.0,0.06,0.36,DarVoi10Act
Dark Void,2010,Action,0.19,0.09,0.0,0.03,0.31,DarVoi10Act
Darkest of Days,2009,Shooter,0.09,0.0,0.0,0.01,0.09,DarofDay09Sho
Date A Live: Arusu Install,2014,Adventure,0.0,0.0,0.02,0.0,0.02,DatALivAruIns14Adv
Date A Live: Rine Utopia,2013,Adventure,0.0,0.0,0.04,0.0,0.04,DatALivRinUto13Adv
Data East Arcade Classics,2010,Misc,0.08,0.0,0.0,0.01,0.09,DatEasArcCla10Mis
Date-A-Live Twin Edition: Rio Reincarnation,2015,Action,0.0,0.0,0.02,0.0,0.02,DatTwiEdiRioRei15Act
Datenshi no Amai Yuuwaku x Kaikan Phrase,2010,Adventure,0.0,0.0,0.01,0.0,0.01,DatnoAmaYuuxKaiPhr10Adv
Davis Cup Tennis,2002,Sports,0.01,0.0,0.0,0.0,0.02,DavCupTen02Spo
Dave Mirra BMX Challenge,2006,Sports,0.06,0.0,0.0,0.01,0.07,DavMirBMXCha06Spo
Dave Mirra BMX Challenge,2007,Sports,0.06,0.0,0.0,0.01,0.07,DavMirBMXCha07Spo
Dave Mirra Freestyle BMX,2000,Sports,0.91,0.11,0.0,0.03,1.05,DavMirFreBMX00Spo
Dave Mirra Freestyle BMX 2,2001,Sports,0.21,0.06,0.0,0.01,0.28,DavMirFreBMX201Spo
Dave Mirra Freestyle BMX 2,2001,Sports,0.15,0.04,0.0,0.01,0.2,DavMirFreBMX201Spo
Dave Mirra Freestyle BMX 2,2001,Sports,0.67,0.53,0.0,0.18,1.38,DavMirFreBMX201Spo
Dave Mirra Freestyle BMX 2,2001,Sports,0.14,0.05,0.0,0.0,0.19,DavMirFreBMX201Spo
Dave Mirra Freestyle BMX 3,2002,Sports,0.02,0.01,0.0,0.0,0.03,DavMirFreBMX302Spo
Dave Mirra Freestyle BMX: Maximum Remix,2001,Sports,0.15,0.1,0.0,0.02,0.27,DavMirFreBMXMaxRem01Spo
Dawn of Discovery,2009,Simulation,0.13,0.06,0.0,0.02,0.21,DawofDis09Sim
Dawn of Discovery,2009,Simulation,0.07,0.03,0.0,0.01,0.12,DawofDis09Sim
Dawn of Discovery,2009,Simulation,0.0,0.32,0.0,0.07,0.39,DawofDis09Sim
Dawn of Heroes,2010,Role-Playing,0.07,0.0,0.0,0.0,0.08,DawofHer10Rol
Dawn of Mana,2006,Role-Playing,0.07,0.05,0.29,0.02,0.43,DawofMan06Rol
Daxter,2006,Platform,2.45,1.02,0.0,0.75,4.22,Dax06Pla
Daytona USA,1994,Racing,0.0,0.0,0.55,0.0,0.55,DayUSA94Rac
Daytona USA Championship Circuit Edition,1995,Racing,0.0,0.0,0.14,0.0,0.14,DayUSAChaCirEdi95Rac
DeathSmiles,2009,Shooter,0.15,0.06,0.05,0.02,0.28,Dea09Sho
Deadpool,2013,Action,0.23,0.17,0.0,0.08,0.47,Dea13Act
Deadpool,2013,Action,0.26,0.16,0.0,0.04,0.46,Dea13Act
Deadpool,2015,Action,0.08,0.03,0.0,0.01,0.12,Dea15Act
Deadpool,2015,Action,0.13,0.1,0.0,0.05,0.28,Dea15Act
Deadly Arts,1998,Fighting,0.03,0.01,0.0,0.0,0.04,DeaArt98Fig
Dead Ball Zone,1998,Sports,0.02,0.02,0.0,0.0,0.04,DeaBalZon98Spo
Death By Degrees,2005,Action,0.05,0.04,0.0,0.01,0.1,DeaByDeg05Act
Deadliest Catch: Alaskan Storm,2008,Sports,0.04,0.0,0.0,0.0,0.05,DeaCatAlaSto08Spo
Deadliest Catch: Sea of Chaos,2010,Sports,0.12,0.0,0.0,0.01,0.12,DeaCatSeaofCha10Spo
Deadliest Catch: Sea of Chaos,2010,Sports,0.08,0.0,0.0,0.01,0.08,DeaCatSeaofCha10Spo
